"Cluster_8F","prog_z","reread_z","lookback_z"
1,0.510663503344014,0.643240542649546,0.528195507707048
2,-1.08597600626234,-1.02503218168737,-0.62548318375187
3,-0.365207817808208,-0.412990700992446,-0.264860037515755
NA,0.217711934777524,0.198577813526263,NA
