"Cluster_3F","prog_z","reread_z","lookback_z"
1,-0.799171165988581,-0.741034312667292,-0.510457216969668
2,0.308873343991271,0.171263484826696,0.169326544379084
3,1.04726576038193,1.61807043797839,1.44035924776527
NA,0.217711934777524,0.198577813526263,NA
