"uniform_id","prog_z","lookback_z","reread_z","G_group"
"du_50",-0.854640663578315,-0.604129116195718,-0.570177646732641,"G1"
"du_51",-0.559296796610671,-0.389299448789807,-0.15288345307094,"G1"
"du_53",0.536004048323284,1.98674015137174,1.06039038386533,"G3"
"du_54",-0.638273930097427,-0.877708774613529,-1.49487653076616,"G1"
"du_55",-1.80238469554901,-0.526649564016537,-1.58121348616302,"G1"
"du_56",0.99504939477693,0.729311585797119,-0.11901386393941,"G2"
"du_57",-1.88479063337696,-0.892916537954484,-1.43598773465155,"G1"
"du_6",-0.709468175219492,-0.834806873820098,-0.200510912296661,"G1"
"du_7",-1.02823493153258,-0.562747991736383,-0.864813685644827,"G1"
"du_8",-1.26658407937477,0.736669627684265,-0.708173133952982,"G1"
"ee_1",-1.11427091630979,-0.609693556761314,-0.979216482299579,"G1"
"ee_12",-0.657423380956786,-0.601781250978167,-0.411274497092841,"G1"
"ee_14",0.323340350043546,0.453290681158786,0.732693555665055,"G3"
"ee_15",0.0371559997578101,0.270830479068375,0.398131026630413,"G2"
"ee_16",-0.840031495356383,-0.656893194343716,-0.149795061852194,"G1"
"ee_19",-1.52933741304914,-0.390054119752592,-0.973601458765459,"G1"
"ee_2",-0.603634139284384,-0.461365867272968,-0.582942819160143,"G1"
"ee_21",-0.0543201944336606,0.148257004140678,0.378865547646304,"G2"
"ee_22",-0.130778099581368,-0.140895308772918,0.252701156140599,"G2"
"ee_24",-1.38124832291474,0.807386736138105,0.0384291661844186,"G1"
"ee_27",-0.162522068835135,-0.498813815812303,-0.183342031449444,"G1"
"ee_28",-0.569269366771976,2.25272887202048,0.984015375140188,"G3"
"ee_29",-0.285067441208577,-0.45307461377524,-0.501969707800044,"G1"
"ee_3",0.949305267323385,0.0555620183477153,-0.416062512188534,"G2"
"ee_30",-1.87355021690682,-0.797827996643671,-1.10505835805079,"G1"
"ee_31",0.64026708284709,2.22355437490563,1.47469479666068,"G3"
"ee_32",0.879449737351671,0.32077683759497,0.827430942494042,"G2"
"ee_33",-0.272883708190193,-0.632303498806329,-0.442751890384438,"G1"
"ee_34",0.0626817782601375,0.142037597459503,0.400750188672864,"G2"
"ee_35",-0.508534165037715,-0.388975072674224,-0.923682756430598,"G1"
"ee_36",-0.77544555303672,-0.454295485459599,-0.614733700430662,"G1"
"ee_37",-1.26705237856812,-0.920084692614716,-1.40083458995898,"G1"
"ee_39",-0.934534204065296,-0.502839148277678,-1.08243351431426,"G1"
"ee_4",-0.759169561095606,-0.823850169471527,-0.568015900885016,"G1"
"ee_41",-0.972337283517872,-0.450603301650396,-0.740899390096118,"G1"
"ee_42",0.285964442678013,0.873958425895269,0.766329570316331,"G3"
"ee_43",0.660249717195261,-0.13837135366405,0.110881597878948,"G2"
"ee_44",-0.162998321617557,-0.552506974372986,-0.349980874416375,"G1"
"ee_45",0.440413509174104,0.307321429146573,-0.134627015114392,"G2"
"ee_47",0.108500495027274,-0.242138611046882,-0.530770932245411,"G1"
"ee_51",-1.26941005095647,-0.268157607650148,-0.592549605407204,"G1"
"ee_52",-1.33500125699956,-0.701093397653162,-0.773550579403244,"G1"
"ee_54",-0.933147314203124,-0.690557894358235,-1.11681840802395,"G1"
"ee_55",-1.28273386256388,-0.539945340079972,-1.06390391120756,"G1"
"ee_56",-1.7088098361492,-0.841831933694718,-1.27243136350662,"G1"
"ee_57",0.247545215099519,-0.235752386012755,-0.344514776312758,"G2"
"ee_58",-0.634282707692387,-0.594762632615063,-1.21948660969954,"G1"
"ee_59",0.55121244859206,-0.427368406245812,-0.373354953660218,"G2"
"ee_60",-0.434988931108669,-0.39764370841241,-0.111456935267411,"G1"
"ee_61",0.923044789936089,-0.00821830693102884,0.262645530541789,"G2"
"ee_62",1.88412757031143,0.748837245668848,0.789175427822907,"G3"
"ee_63",0.280006130659165,-0.135611735964317,0.576178928470722,"G2"
"ee_68",-0.550437452044613,-0.144839961916487,-0.713605018523425,"G1"
"ee_69",-0.794081685156635,-0.735274159061778,-1.23916256672459,"G1"
"ee_7",-0.589302390004636,-0.569917365882833,-0.414797300767132,"G1"
"ee_70",-0.504556401361983,-0.0856459765910676,-0.468259226340204,"G1"
"ee_71",-1.01143661126815,-0.67535747723317,-0.988638503596997,"G1"
"ee_72",-1.32864378220877,-0.353215943942107,-0.967444146057054,"G1"
"ee_73",-1.70274348871269,-0.983013440197404,-1.51723365636961,"G1"
"ee_74",-1.10932528733579,-0.220093071406761,-0.910097448164306,"G1"
"ee_75",-0.647097144153729,1.14843487544518,0.611967561845376,"G3"
"ee_76",-0.553134008969185,-0.308870390931078,0.284797344312903,"G1"
"ee_77",-1.14967061911677,-0.512054995058286,-0.625986965831863,"G1"
"ee_78",-1.20606006404003,-0.757342244513062,-1.09881599369312,"G1"
"ee_79",-1.55435161334607,-0.613300464701776,-0.278390796736975,"G1"
"ee_80",1.00055770178125,-0.0196009795339013,-0.152054779495713,"G2"
"ee_9",-0.429660262392372,-0.258930039968831,-0.598108267325064,"G1"
"fi_1",-0.289594480789064,1.22192305675453,-0.812378860595744,"G3"
"fi_11",-0.116696109104092,-0.220093071406761,-0.546597178565555,"G1"
"fi_12",-0.891942617763379,-0.910173347303483,-1.15354322892062,"G1"
"fi_13",-1.60493934732452,-1.5814280130013,-1.45746694398976,"G1"
"fi_14",-0.258048375677346,-1.04435384448652,-0.80489000835732,"G1"
"fi_15",1.20562336247103,1.51599317525278,1.01417692210879,"G3"
"fi_16",-0.128091909184055,-0.92373226893484,-0.833416686885054,"G1"
"fi_17",-0.606596811603124,-1.47225228038518,0.270109292457195,"G1"
"fi_18",-0.7156480328288,-0.854176761864893,-0.733219603852102,"G1"
"fi_19",-0.811094371639145,-0.418882550530949,-0.754858975926196,"G1"
"fi_2",1.35872205146528,-1.08133272166295,0.346860046750445,"G2"
"fi_20",-0.416838065285494,-0.152634634860672,-1.04644855372886,"G1"
"fi_21",-0.506873199581515,-1.38772913255334,-0.807005589017171,"G1"
"fi_22",-0.133009492538153,2.84195005686467,0.611255755298593,"G3"
"fi_23",-0.0627481733269005,0.610186774321628,0.10463443262764,"G3"
"fi_24",-0.137029408587259,-0.681168443646608,-0.953230447801812,"G1"
"fi_25",-0.415735952098405,-0.57771563249827,-0.0683412488139183,"G1"
"fi_26",-0.504123720512848,-0.831989435559037,-0.688942675472084,"G1"
"fi_27",-0.473301961489877,-1.21340014015019,-0.454631483518832,"G1"
"fi_28",0.629831744518863,-0.0710169702355578,1.35020842570565,"G2"
"fi_3",0.687524847814535,-0.042150805909061,-0.552952366307429,"G2"
"fi_30",-0.560456294673137,0.492910906704959,-0.227978936116452,"G1"
"fi_33",0.70058403688939,1.61072953678096,0.406981844110218,"G3"
"fi_34",1.59355613983919,-0.0265542726781868,1.31490523578719,"G2"
"fi_35",-0.268480377175593,-0.311568339623031,-0.142572964442962,"G1"
"fi_38",0.118979811629297,-1.56998217006574,1.54655406228738,"G2"
"fi_39",-0.639336335794157,0.133687528419665,0.0631393965410685,"G1"
"fi_4",-1.00885145031068,-0.472501922436769,-0.875730707927516,"G1"
"fi_41",-0.10536011102012,-0.553063047713985,-0.185605361614855,"G1"
"fi_42",-1.47677777362652,-1.22094684977803,-1.37536874506674,"G1"
"fi_44",-1.09095736630394,1.3090875529561,-0.771873039396285,"G1"
"fi_45",0.780674804055084,0.547498773013018,0.0745036737205002,"G2"
"fi_46",-0.216343265515267,-1.28559699558988,-0.0772522115522093,"G1"
"fi_47",0.754285397191692,-0.0829030378994095,-0.128393389006749,"G2"
"fi_48",-0.510699393954885,-1.22819169102076,-0.580872462700844,"G1"
"fi_49",-1.30355187407948,-1.04611474339968,-1.63882762859367,"G1"
"fi_5",-0.392813186625622,0.119600337114359,-1.20474728672104,"G1"
"fi_51",-0.395411829209454,-0.686187005549123,-0.652986901151861,"G1"
"fi_52",0.036102011532395,-1.10422440753407,-0.12348221244167,"G1"
"fi_54",-0.833770713218839,-1.17554081351718,-1.1929654496975,"G1"
"fi_55",-0.874136423943518,-0.877948897192597,-1.10593568722633,"G1"
"fi_56",-0.857086348265958,-0.58249521526257,-0.941263012489419,"G1"
"fi_6",0.195444340223135,1.07400754804882,-0.0591397112037269,"G3"
"fi_7",0.976794194423913,-0.465898551512407,-0.147024950451192,"G2"
"fi_8",-1.76613047532579,-1.21075879178044,-1.9522126840589,"G1"
"fi_9",-1.18509889213295,-1.26622710754508,-1.38535476999606,"G1"
"ge_1",-0.688501187514095,-0.220093071406761,-0.205747338923718,"G1"
"ge_10",0.246007018036282,-0.220093071406761,-0.192319860824923,"G2"
"ge_11",-0.512136335931033,-0.220093071406761,-1.14676690257606,"G1"
"ge_13",0.306460136231088,-0.220093071406761,-0.206063763528379,"G2"
"ge_14",0.411910512762207,-0.220093071406761,0.00773372562734168,"G2"
"ge_15",-1.55572008129591,-0.220093071406761,-1.21107126413007,"G1"
"ge_16",1.59669557377989,-0.220093071406761,0.993616904749188,"G2"
"ge_17",0.447956062581396,-0.220093071406761,0.988097258691797,"G2"
"ge_18",0.407060945517548,-0.220093071406761,-0.0613172948937613,"G2"
"ge_19",0.0431634588106322,-0.220093071406761,0.110562994764039,"G2"
"ge_2",-0.880979080266931,-0.220093071406761,-0.0774310268579947,"G1"
"ge_21",-0.776306931970186,-0.220093071406761,-0.106853950089659,"G1"
"ge_23",-0.419117112800271,-0.220093071406761,-0.280045798341639,"G1"
"ge_24",-0.117876136308992,-0.220093071406761,0.0998946599548541,"G2"
"ge_25",-0.373968981617732,-0.220093071406761,0.0920994027963949,"G1"
"ge_26",-0.235797891720948,-0.220093071406761,0.070103868533084,"G1"
"ge_28",-0.595085836977327,-0.220093071406761,-0.159365192085104,"G1"
"ge_29",-0.840001526072567,-0.220093071406761,-1.10214600817207,"G1"
"ge_3",0.853110160920063,-0.220093071406761,-0.507796557155831,"G2"
"ge_30",-0.667353832892319,-0.220093071406761,-0.984057682212372,"G1"
"ge_31",-0.691011437832506,-0.220093071406761,-0.497533749257275,"G1"
"ge_32",-0.461921268870212,-0.220093071406761,0.439135944189038,"G1"
"ge_33",0.544445523912232,-0.220093071406761,-0.678079611647102,"G2"
"ge_36",-1.10573734245463,-0.220093071406761,-1.08037949635308,"G1"
"ge_37",-0.590386665448455,-0.220093071406761,-0.322998705843915,"G1"
"ge_38",-0.332259668834517,-0.220093071406761,-0.918459015067263,"G1"
"ge_39",-0.123577945144003,-0.220093071406761,-0.427492532692422,"G1"
"ge_4",1.47495454795284,-0.220093071406761,0.314768384225523,"G2"
"ge_40",-0.930233843124224,-0.220093071406761,-1.15752576174833,"G1"
"ge_41",-0.653872359496014,-0.220093071406761,-0.658908105096153,"G1"
"ge_42",-0.149502027698331,-0.220093071406761,0.129485162667611,"G1"
"ge_45",-0.38679053456291,-0.220093071406761,-0.263104344945431,"G1"
"ge_48",-0.0879330505495511,-0.220093071406761,0.303984070292543,"G2"
"ge_5",-0.834878886695395,-0.220093071406761,-1.15989597585589,"G1"
"ge_50",0.459504164652297,-0.220093071406761,0.275177697189292,"G2"
"ge_51",0.212502843771868,-0.220093071406761,0.744105337790361,"G2"
"ge_54",-1.29077178968329,-0.220093071406761,-1.67173651642348,"G1"
"ge_55",-0.572049245804103,-0.220093071406761,-0.282846847860772,"G1"
"ge_6",-1.04373316944415,-0.220093071406761,-0.0449416512000575,"G1"
"ge_8",-0.660522149475359,-0.220093071406761,-0.625403337717245,"G1"
"ge_9",-0.133203179871882,-0.220093071406761,-0.611236253580305,"G1"
"gr_10",0.0600439708579442,0.957788219780045,-0.309758356725128,"G3"
"gr_11",-0.011376083274633,1.1782207473642,-0.493926533294473,"G3"
"gr_12",-0.314747923860195,0.275263801037986,-0.299867220820346,"G1"
"gr_13",1.73148865824388,-0.00592659969541802,0.16415195975905,"G2"
"gr_15",-0.243804631267618,1.91818248701926,-0.317929770362389,"G3"
"gr_17",-0.798301987646659,-0.213209557473487,-1.33563973576346,"G1"
"gr_19",-0.716061562815054,-0.978848404916848,-0.588927057998091,"G1"
"gr_20",-0.0637754601013715,-0.578419992063535,-0.551759194698279,"G1"
"gr_22",-1.4122796959673,-0.459735405316335,-1.49547506070327,"G1"
"gr_26",3.36302354642544,-0.730913837943469,3.32850206520412,"G2"
"gr_30",-0.756608678024044,0.364145173679899,-0.340293680027736,"G1"
"gr_31",-0.988581446467938,0.420462494277672,-0.490060820348198,"G1"
"gr_32",-0.320334731811731,-0.844667907733812,-0.777832590691085,"G1"
"gr_37",0.401473126522869,0.0623711224365549,-0.0464888510400862,"G2"
"gr_45",0.112983599377506,0.728871361068828,0.310602007535547,"G3"
"gr_50",-0.0271816647574677,-0.0327174188742581,-0.417724209468211,"G1"
"gr_51",-0.258647682324993,-0.866503054257036,-0.724674328314188,"G1"
"gr_52",1.21641660391367,0.0372783129239793,1.00331979934234,"G2"
"gr_54",-1.98577944005557,-0.392234280311746,-1.60076106439378,"G1"
"gr_56",-0.919700771688216,-0.613814060218116,-1.14636443363609,"G1"
"gr_61",-0.0609676178824435,-0.501116529775671,-0.587432210198998,"G1"
"gr_62",1.09818332767344,-0.494293046487163,-0.403329190566215,"G2"
"gr_64",-0.701511615084877,-0.741479231422448,-0.768021513488235,"G1"
"gr_67",-0.646172147822682,-0.0670549476809406,-1.45908069834607,"G1"
"gr_7",0.0656764699373524,-0.220093071406761,0.0864020855395792,"G2"
"gr_70",-0.154950362336634,-0.452691809663682,0.0521443634246306,"G1"
"gr_74",1.69541185035498,-0.836064658758072,0.769690834557558,"G2"
"gr_75",0.43313651795425,0.478572158412058,-0.600547014943085,"G2"
"gr_77",0.101861679588296,-0.550245609452924,-0.124544309077287,"G1"
"gr_9",0.430477167941912,1.14162606631428,0.458532502491745,"G3"
"he_1",-0.53984379655476,-0.220093071406761,-0.515878062123053,"G1"
"he_10",0.481004933625977,-0.220093071406761,0.864942191602257,"G2"
"he_11",1.158889390205,-0.220093071406761,1.49854504882238,"G2"
"he_13",1.17887959854659,-0.220093071406761,0.321863016385236,"G2"
"he_14",0.442374251538348,-1.36659834559539,-0.0178520675181921,"G2"
"he_17",2.30022594448613,-1.38244643581385,1.53559168645736,"G2"
"he_18",0.857959844901362,-0.220093071406761,0.736099140994987,"G2"
"he_2",3.25374905736354,-1.28735789450304,4.93497807175881,"G2"
"he_20",-0.0806702849399284,-0.220093071406761,0.0516661732811089,"G2"
"he_24",0.533423842814131,-0.220093071406761,0.525361329453781,"G2"
"he_25",1.00020315820529,-0.220093071406761,1.56566719722003,"G2"
"he_27",3.23857024851847,-0.220093071406761,1.72739896168903,"G2"
"he_30",0.849295520292625,-0.220093071406761,0.450937200232821,"G2"
"he_31",-0.423397901569903,-0.220093071406761,-0.423197448732805,"G1"
"he_33",3.18154257802809,-0.220093071406761,3.76956888038045,"G2"
"he_34",3.27703418808173,-0.220093071406761,2.1065262041659,"G2"
"he_35",1.14276747073649,-0.220093071406761,2.74528152526717,"G2"
"he_36",0.308784580012199,-0.220093071406761,0.611253382247687,"G2"
"he_37",3.3561952851012,-0.220093071406761,4.13185632194007,"G2"
"he_38",0.479907226202788,-0.220093071406761,1.94822444655027,"G2"
"he_39",1.82863170202168,-0.220093071406761,0.377892819829171,"G2"
"he_40",3.02830395148321,-0.220093071406761,3.27819473101976,"G2"
"he_41",-0.248871813243942,-0.220093071406761,0.0524372937054347,"G1"
"he_43",2.02989297804226,-0.220093071406761,2.60788689893313,"G2"
"he_44",-0.308107368678016,-0.220093071406761,-0.759167234814176,"G1"
"he_45",0.909041267966462,1.68680036982961,1.57318613498744,"G3"
"he_46",2.02385542987536,-0.220093071406761,1.13964029215177,"G2"
"he_47",1.5991041004179,-0.220093071406761,2.29711901060105,"G2"
"he_49",0.187354930208418,-0.220093071406761,-0.32896988276156,"G2"
"he_50",1.04422690130785,-0.220093071406761,0.258824532881789,"G2"
"he_52",0.673838495873444,-0.220093071406761,0.258192433769918,"G2"
"he_53",-1.17651121821024,-0.220093071406761,-0.883292004929527,"G1"
"he_55",0.0607628503142963,-0.220093071406761,0.263729753916216,"G2"
"he_56",2.48079273965415,-0.220093071406761,1.30228243848099,"G2"
"he_58",0.513713058467592,1.76075812418247,0.824878732720923,"G3"
"he_59",0.800192361200973,-0.220093071406761,1.1517789045312,"G2"
"he_6",1.93506416138012,-0.220093071406761,1.53668246639471,"G2"
"he_60",-0.737870708264806,2.10941610898878,-0.706641868269448,"G3"
"he_61",1.28814524079743,0.762328440418929,0.938642345808628,"G3"
"he_65",0.109732699743966,-0.220093071406761,0.0924154387710029,"G2"
"he_7",0.407493007503481,8.43280410615785,0.146925781375754,"G3"
"he_8",0.55649149802769,-1.49338306734314,0.348054294578662,"G2"
"it_1",-0.0908355515241775,-0.0271412389825747,0.254138713418646,"G2"
"it_10",-1.0331272153328,1.0700455254942,0.430683343136061,"G3"
"it_11",0.296041355194886,-0.0941727909436539,-0.310830196968326,"G2"
"it_12",0.203707824384609,0.173685089447229,0.380339733941745,"G2"
"it_13",0.113117494066921,0.296277194735067,0.420768679210822,"G2"
"it_15",-0.146678541829148,-0.805123149283918,-0.653683937038985,"G1"
"it_17",1.25736231807709,-0.248587617456129,0.199074754548608,"G2"
"it_19",-1.32517672462313,-0.36931707416652,-0.788782221070096,"G1"
"it_20",-0.70418051175277,-0.274770583477672,-0.111620897334567,"G1"
"it_22",-0.641843679229846,0.316821015388638,-0.202328550857062,"G1"
"it_23",-0.145864952233835,1.30493686266079,0.714942359384155,"G3"
"it_25",0.183295595488816,-0.0681114870288385,-0.423380694147517,"G2"
"it_26",0.504868713684353,0.423995726512526,-0.190468931492512,"G2"
"it_28",0.145549271653694,-0.299116268737092,-0.512451345521583,"G1"
"it_29",1.05706878858399,0.848612487163926,1.32737061118524,"G3"
"it_3",2.62226233135491,1.68521556080776,3.77616218896282,"G3"
"it_30",-0.909664548284267,-0.0362392167005846,-0.567778012845082,"G1"
"it_31",1.28281608977717,-0.435218274294601,0.517583998987404,"G2"
"it_32",0.400539203424772,0.270557398488259,1.15057844508558,"G2"
"it_33",-1.17230131204496,-1.03227910908197,-1.30404292143005,"G1"
"it_34",0.0991747168597108,1.4393477330851,1.00571802987227,"G3"
"it_35",-0.444356085465028,-0.177500165560038,-0.621435487742324,"G1"
"it_36",-0.404698109521329,-0.162143488991754,-0.217255080962158,"G1"
"it_37",-0.0677916886896565,-0.365527313462104,0.115743544496278,"G2"
"it_38",1.36165551667069,2.79927415379272,2.79180512349848,"G3"
"it_39",-1.42664513628457,-0.671832643374234,-0.659713888482698,"G1"
"it_4",-1.68530400141998,0.335603937129046,-1.10022573477043,"G1"
"it_41",-0.13286167558477,-0.295059912312126,-0.222215459707928,"G1"
"it_42",0.707612507049654,0.703989093817609,1.77127236308258,"G3"
"it_43",-0.872516044073965,-0.663119229786685,-0.938128698703625,"G1"
"it_45",0.10095665697267,1.17925512155096,0.620023394488415,"G3"
"it_46",0.596753644676577,0.0708989043160167,0.609316768122401,"G2"
"it_47",1.20433802767851,1.3381423850233,1.48621532403363,"G3"
"it_48",-0.176631264921175,-0.438847500967089,-0.544923898110081,"G1"
"it_49",-0.0946009511741862,-0.364308229599145,-0.538552735133469,"G1"
"it_5",1.54531944252273,-0.174262616805877,0.678301196649723,"G2"
"it_50",0.104860858523573,0.145203807311752,0.383931620850334,"G2"
"it_51",-0.375841273882432,0.323051888465985,-0.444249835057555,"G1"
"it_52",-0.519945096828812,-0.387485985729982,-0.237033096979319,"G1"
"it_53",1.10072560931362,1.86641205897226,1.07994777201251,"G3"
"it_54",0.359180899339202,-0.397152106105265,-0.311488115712865,"G2"
"it_57",-1.04254196925071,-0.171155148135589,-0.468818846925168,"G1"
"it_59",0.779550005489206,0.447421018114909,1.10928379071695,"G3"
"it_6",-0.475032387033337,0.880308667600864,-0.0718378940229555,"G3"
"it_7",-0.121041382966591,0.378723384874452,-0.528436861871184,"G1"
"it_8",0.107643788576847,0.947883163393502,0.213829913394115,"G3"
"it_9",0.493469090211336,0.393909256698227,0.18853308767912,"G2"
"no_1",-1.03496001478652,-0.950176112958377,-1.22553795817883,"G1"
"no_10",0.332085575475221,-0.107731712575011,-0.0864024712438309,"G2"
"no_11",-0.403111172445441,0.105399539427559,-0.418850856918895,"G1"
"no_13",-0.786223358835381,-0.00912137343787132,-0.434616457020496,"G1"
"no_15",1.23838912527758,0.0785126958072176,-0.0717288795758797,"G2"
"no_16",0.0645261955884008,0.30221703853273,-0.113278712542445,"G2"
"no_18",1.98758615047054,-0.0896264701133052,1.38421233269526,"G2"
"no_2",-1.18780356746637,-0.676806216793545,-1.26787527843455,"G1"
"no_22",-0.613578697084541,-0.37413742308296,-0.498963984371785,"G1"
"no_24",-0.299379253769887,-0.0535374589651878,-0.341104481074303,"G1"
"no_26",-0.326618988979,0.0193405483623578,-0.49855730303001,"G1"
"no_27",-0.2062071509419,-0.153415555248249,-0.500545525984364,"G1"
"no_30",1.081388551158,1.95621790354358,0.788007458187308,"G3"
"no_33",0.424713759870891,-0.368545997313241,0.0399907134976502,"G2"
"no_34",-0.38586942196017,-0.479199627231479,-0.628824179568051,"G1"
"no_36",-0.836452192270325,-0.713408431100847,-1.11900664336017,"G1"
"no_38",-0.333628050161356,-0.233885918905467,-0.535303719788375,"G1"
"no_4",0.534650175215296,-0.0648263099939684,-0.298186106454652,"G2"
"no_40",0.0333962544856661,-0.524703307323041,-0.617168147334688,"G1"
"no_42",0.0187289290241519,0.607228464147514,0.622263919328525,"G3"
"no_43",-0.455124519276338,-0.269187607134043,-1.06680688033486,"G1"
"no_44",1.62977484922975,0.216635135118668,0.531365061488289,"G2"
"no_46",0.619914958541483,0.167034551587693,0.353167662347688,"G2"
"no_47",-0.938641599495999,-0.537214957495516,-0.918299654204469,"G1"
"no_49",1.35520756828544,1.09168426406172,1.46541099107846,"G3"
"no_53",-0.707568903152166,-0.566178708584442,-0.279680446109253,"G1"
"no_54",1.16562587776195,0.279020385386068,0.233655969903213,"G2"
"no_55",-0.522166166078179,-0.399624719689719,-0.721230975827667,"G1"
"no_57",-1.45033607775161,-0.246666636823588,-1.26803152699051,"G1"
"no_6",0.060849324026213,0.554982593393961,-0.274662940957981,"G2"
"no_9",0.631216864251315,0.0781176223331105,0.214227742798819,"G2"
"ru_10",-0.508391999505622,-0.220093071406761,-0.739970208566608,"G1"
"ru_11",0.0893478565173714,-0.220093071406761,-0.340289859723964,"G1"
"ru_12",0.771610317538024,-0.220093071406761,0.775015297105396,"G2"
"ru_13",-0.585364537971518,-0.220093071406761,-0.322256333913124,"G1"
"ru_14",-0.00262357143569385,-0.220093071406761,0.277202772643035,"G2"
"ru_15",0.429128319355869,-0.220093071406761,-0.256123868137699,"G2"
"ru_16",1.03031846276373,-0.220093071406761,1.90468471837382,"G2"
"ru_17",0.0587277134065728,-0.220093071406761,0.768279303766968,"G2"
"ru_18",0.234200480910509,-0.220093071406761,-0.336861268517365,"G2"
"ru_2",0.456342329431667,-0.220093071406761,-0.0509501258837372,"G2"
"ru_20",-0.15198326490458,-0.220093071406761,-0.608058480731872,"G1"
"ru_21",-0.797418304076932,-0.220093071406761,-0.854959713146242,"G1"
"ru_22",-1.12688987749282,-0.220093071406761,-0.811368515269296,"G1"
"ru_24",0.95722577188241,-0.220093071406761,0.900430920848582,"G2"
"ru_25",-0.823439684888066,-0.220093071406761,-0.976070243551263,"G1"
"ru_26",0.56826484778395,-0.220093071406761,-0.206428108519045,"G2"
"ru_27",-0.0353669424380038,-0.220093071406761,-0.0623478076255414,"G2"
"ru_29",0.780721719097823,-0.220093071406761,0.410040444882077,"G2"
"ru_30",-0.377014208115683,-0.220093071406761,0.0741100750970102,"G1"
"ru_31",0.936677735424628,-0.220093071406761,0.239105646920722,"G2"
"ru_32",0.0694808390628278,-0.220093071406761,-0.246601971961049,"G2"
"ru_33",0.805617929452112,-0.220093071406761,-0.348235244731181,"G2"
"ru_34",1.29399279069754,-0.220093071406761,1.87252169737028,"G2"
"ru_35",-1.08830789483664,-0.220093071406761,-1.10454046661125,"G1"
"ru_36",-0.823174585506852,-0.220093071406761,-0.781907835131501,"G1"
"ru_37",-0.328432021641705,-0.220093071406761,-0.557161481516937,"G1"
"ru_4",-1.51555042141404,-0.220093071406761,-1.44300056996681,"G1"
"ru_40",-0.359539761095811,-0.220093071406761,-0.411846737668151,"G1"
"ru_43",-0.113823705363899,-0.220093071406761,-0.0594546529411956,"G1"
"ru_44",-0.358906198771849,-0.220093071406761,-0.0657940456970808,"G1"
"ru_46",-0.00120492090577463,-0.220093071406761,0.758966922183624,"G2"
"ru_47",-0.993087359508907,-0.220093071406761,-0.596257368596642,"G1"
"ru_48",-0.284492864668354,-0.220093071406761,-0.483762421579309,"G1"
"ru_49",0.48033128983285,-0.220093071406761,0.124493870760738,"G2"
"ru_50",0.522486907340499,-0.220093071406761,0.563787328983355,"G2"
"ru_51",1.67488805869362,-0.220093071406761,0.948910452217743,"G2"
"ru_52",-0.340055721153177,-0.220093071406761,-0.280631831696733,"G1"
"ru_53",-0.563773017229411,-0.220093071406761,-0.0950420148207307,"G1"
"ru_54",1.57190890696422,-0.220093071406761,1.95412026586137,"G2"
"ru_55",-0.518593460320207,-0.220093071406761,-0.899828524956352,"G1"
