"","GG1","GG2","GG3"
"C1_3+skip",0.00718671365618741,3.60315847561547,7.45490713371496
"C2_3+skip",2.2677098731364,0.273087749074586,1.87947778817979
"C3_3+skip",12.1492061049733,4.13898678057449,1.00038466660109
