"","GG1","GG2","GG3"
"C1_3+rate",4.32843295497304,0.539097358945024,0.74562161716774
"C2_3+rate",0.257687600896334,5.37619425498998,9.68218940056786
"C3_3+rate",0.258512302269314,1.76095369790401,4.83206229167008
