"","GG1","GG2","GG3"
"C1_3+refix",2.62206436149048e-05,1.79742384483226,1.82698147156802
"C2_3+refix",1.97710172942727,0.174130751083123,0.230442340178379
"C3_3+refix",1.95487788467579,0.404946226157593,0.0547258603350934
