"","GG1","GG2","GG3"
"C1_3+refix",0.00808672906847773,3.62304943995138,7.48040392588854
"C2_3+refix",2.24690814724992,0.275633664063815,1.89409037238494
"C3_3+refix",12.1492061049733,4.13898678057449,1.00038466660109
