"","GG1","GG2","GG3"
"C1_3+compr",2.96673123797442e-05,1.79707699356725,1.82732698387946
"C2_3+compr",1.97705807092496,0.175982734703089,0.228717557640464
"C3_3+compr",1.95487788467579,0.404946226157593,0.0547258603350934
